Soft Label	Title	URL	Description	Media Type
Policy (~institutional)	https://tech.ed.gov/files/2023/05/ai-future-of-teaching-and-learning-report.pdf	https://tech.ed.gov/files/2023/05/ai-future-of-teaching-and-learning-report.pdf	"**Description:** The resource titled ""AI and the Future of Teaching and Learning"" is a comprehensive report compiled to help college faculty and staff effectively integrate artificial intelligence in both the classroom and workplace environments. By drawing on the latest research and real-world case studies, the report provides valuable insights on the role of AI in enhancing educational outcomes and streamlining administrative processes. It covers a range of topics such as personalized learning, AI-driven assessment tools, and the ethical considerations surrounding AI usage. This document, available through the official ed.gov site, serves as an essential guide for educators seeking to stay at the forefront of educational technology and leverage AI for improved teaching and learning experiences.

**Keywords:** AI, Teaching, Learning, Education, Faculty, Staff, Personalized Learning, Assessment Tools, Ethical Considerations, Educational Technology, Ed.Gov, 2023 Report"	PDF
Professional Development & Consulting Organizations	RESEARCHING EDUCATION & TECHNOLOGY - Home (tptate.com)	http://www.tptate.com/	"**Description**: ""RESEARCHING EDUCATION & TECHNOLOGY - Home"" (tptate.com) is a comprehensive resource specifically tailored to assist college faculty and staff in seamlessly integrating AI into their classrooms and professional environments. This platform offers a wide array of research articles, case studies, and practical guides on leveraging AI tools for enhanced teaching methodologies and efficient administrative processes. By exploring this resource, educators can stay abreast of the latest advancements in educational technology, enabling them to foster a more engaging, personalized, and effective learning experience for their students. Additionally, the insights provided can help streamline workflow and decision-making processes within academic institutions. 

**Keywords:** AI Integration, Educational Technology, College Faculty Resources, Classroom Innovation, Professional Development, Teaching Methodologies, Administrative Efficiency, Research Articles, Case Studies, Practical Guides"	Web Page
Professional Development & Consulting Organizations	CTLT&CTL - AI In Teaching and Learning (ubc.ca)	https://ai.ctlt.ubc.ca/	"**Description:** CTLT&CTL - AI In Teaching and Learning is a comprehensive resource developed by the University of British Columbia's Centre for Teaching, Learning, and Technology. This platform provides faculty and staff with valuable insights, tools, and best practices for integrating artificial intelligence into their curricula and administrative tasks. The resource covers a wide range of topics, including AI-driven instructional design, personalized learning experiences, automated grading, and impactful AI applications in various academic disciplines. By utilizing these resources, educators can enhance their teaching methodologies, streamline administrative processes, and ultimately improve student engagement and learning outcomes.

**Keywords:** AI In Education, Teaching Tools, Learning Technologies, Instructional Design, Personalized Learning, Automated Grading, Educational Applications, UBC, Faculty Resources, Classroom Integration"	Web Page
Professional Development & Consulting Organizations	Teaching in the Age of AI | Center for Teaching | Vanderbilt University	https://cft.vanderbilt.edu/guides-sub-pages/teaching-in-the-age-of-ai/	"**Description**: ""Teaching in the Age of AI"" by the Center for Teaching at Vanderbilt University is a comprehensive resource designed to assist college faculty and staff in integrating artificial intelligence into their academic and administrative practices. The guide provides actionable insights, pedagogical strategies, and ethical considerations for leveraging AI to enhance both teaching and learning experiences. It offers a deep dive into various AI tools, applications, and case studies to illustrate practical ways to incorporate AI in different disciplines. This resource is essential for educators looking to stay current with technology trends and improve student engagement, as well as for staff looking to optimize departmental operations using AI solutions. By exploring how AI can transform traditional education methods and administrative workflows, faculty and staff can better prepare themselves and their students for a rapidly evolving technological landscape.

**Keywords**: Artificial Intelligence, Education Technology, Teaching Resources, Pedagogical Strategies, Faculty Development, Student Engagement, Ethical AI, Technology Integration, Academic Innovation, AI Tools, Vanderbilt University, Center For Teaching"	Web Page
Professional Development & Consulting Organizations	aiEDU	https://www.aiedu.org/	"**Description**: aiEDU is an informative and interactive platform dedicated to aiding college faculty and staff in integrating artificial intelligence into their classrooms and workplaces. Designed to elevate the teaching and learning experience, aiEDU offers a range of resources such as comprehensive guides, lesson plans, case studies, and hands-on tutorials. This resource provides practical tools and techniques for effectively incorporating AI technology to enhance student engagement, streamline administrative tasks, and create innovative curricula. By utilizing aiEDU, educators can stay up-to-date with the latest advancements in AI and learn how to apply these technologies to improve educational outcomes and operational efficiency.

**Keywords**: Artificial Intelligence, Education, Faculty Resources, Classroom Integration, Professional Development, Teaching Tools, AI Curriculum, Higher Education, Technology, Learning Enhancement"	Web Page
Professional Development & Consulting Organizations	Effective Professional Development on AI by Educopia	https://www.edutopia.org/article/ai-professional-development-helps-teachers-tech-integration/	"**Description:**
Effective Professional Development on AI by Educopia is a comprehensive resource designed to help college faculty and staff effectively incorporate artificial intelligence into their classrooms and workplaces. This article provides valuable insights into how AI can enhance teaching strategies, improve student engagement, and streamline administrative tasks. By offering practical examples and step-by-step guides, it equips educators with the necessary tools to integrate AI-driven technologies into their curriculum and operational processes. The resource also emphasizes the importance of continuous learning and adaptation, ensuring that educators stay current with emerging AI trends. It is particularly beneficial for those looking to leverage AI to automate grading, personalize learning experiences, and foster a more interactive learning environment. Accessible through www.edutopia.org, this guide is an essential tool for educators committed to enhancing their practice through innovative technology.

**Keywords:** Professional Development, AI Integration, Educopia, College Faculty, Teaching Strategies, Student Engagement, Administrative Efficiency, AI in Education, Tech Integration, Continuous Learning"	Web Page
Prompting Guides	Prompt Engineering Guide | Prompt Engineering Guide (promptingguide.ai)	https://www.promptingguide.ai/	"**Description**: The Prompt Engineering Guide is an invaluable resource hosted at promptingguide.ai, dedicated to helping college faculty and staff effectively integrate AI tools into their classrooms and workplaces. This comprehensive guide offers practical strategies and best practices for crafting high-quality prompts that maximize the utility of AI models, such as GPT-3, in educational settings. It covers a broad array of topics, including framing questions to elicit more accurate AI responses, designing assignments that leverage AI, and methods for using AI to streamline administrative tasks. By mastering these techniques, educators and administrators can enhance their teaching methods, foster student engagement, and improve operational efficiency.

**Keywords**: Prompt Engineering, AI Integration, Classroom Technology, Teaching Resources, Educational Technology, Faculty Support, Staff Training, AI Best Practices, Higher Education Tools."	Web Page
Protection of Privacy	FERPA and generative AI applications	https://ethics.berkeley.edu/privacy/appropriate-use-generative-ai-tools	"**Description**: The ""FERPA and Generative AI Applications"" resource offers critical insights into the ethical and privacy concerns associated with incorporating generative AI tools in educational settings, particularly in the context of FERPA (Family Educational Rights and Privacy Act) regulations. Available through the reputable domain of Berkeley.edu, this guide helps college faculty and staff understand the appropriate use of generative AI applications while ensuring compliance with student privacy laws. By exploring this resource, educators can adeptly integrate innovative AI technologies into their classrooms or workplaces, enhancing educational outcomes while safeguarding student data privacy.

**Keywords:** FERPA, Generative AI, Student Privacy, Ethical Use, Compliance, AI in Education, Berkeley.edu, Educational Tools"	Other
Protection of Privacy	California Consumer Privacy Act (CCPA) | State of California - Department of Justice - Office of the Attorney General	https://oag.ca.gov/privacy/ccpa	"**Description**: The California Consumer Privacy Act (CCPA) resource provided by the State of California's Department of Justice - Office of the Attorney General offers vital information for college faculty and staff on privacy rights and regulations. This resource is paramount for those incorporating Artificial Intelligence (AI) in the classroom or workplace, ensuring that they remain compliant with state privacy laws. Understanding CCPA is essential for faculty when collecting and handling student data, as well as for staff involved in administrative functions where consumer information must be protected. The guidance within this resource helps educators and administrators navigate the complexities of data privacy, fostering a secure and legally sound educational environment while leveraging AI technologies. 

**Keywords**: CCPA, Consumer Privacy, Data Protection, California Law, Educational Compliance, AI in Education, Data Security, Legal Guidelines, Faculty Resources, Staff Training"	Other
Protection of Privacy	Navigating Responsible AI—A Look Through FERPA and HIPAA Compliance - BWF	https://www.bwf.com/navigating-responsible-ai-a-look-through-ferpa-and-hipaa-compliance/	"**Description:** Navigating Responsible AI—A Look Through FERPA and HIPAA Compliance by BWF is an essential resource for college faculty and staff aiming to integrate artificial intelligence into their classrooms or administrative work while adhering to stringent privacy regulations. This comprehensive guide delves into the critical aspects of the Family Educational Rights and Privacy Act (FERPA) and the Health Insurance Portability and Accountability Act (HIPAA), ensuring that the application of AI maintains student and patient confidentiality. Faculty and staff will find actionable strategies for leveraging AI technologies responsibly, enhancing educational outcomes, and streamlining administrative processes without compromising on privacy standards. This resource is crucial for those looking to stay compliant while embracing innovative AI tools.

**Keywords:** Responsible AI, FERPA Compliance, HIPAA Compliance, College Faculty, Educational Technology, Privacy Regulations, AI Integration, Classroom Innovation, Administrative Efficiencies, Student Privacy, Patient Privacy, Compliance Guide"	Web Page
Resume Builders and Optimizers	Free Online Resume Builder to Get Hired in 2024 - Resume.co	https://resume.co/	"**Description:**  
""Free Online Resume Builder to Get Hired in 2024 - Resume.co"" is an invaluable resource for college faculty and staff seeking to enhance their professional presence or to better assist their students in entering the job market. This AI-powered tool simplifies the resume creation process, offering a user-friendly interface and a variety of customizable templates that align with current industry standards. Leveraging AI technology, the resume builder ensures that each resume is optimized with relevant keywords and formatted to catch the eyes of hiring managers and Applicant Tracking Systems (ATS). This resource is especially helpful for career services staff, educators advising on job readiness, and any faculty member interested in keeping abreast of the latest tools that facilitate professional development and employability.

**Keywords:**  
Resume Builder, AI Technology, Professional Development, Career Services, Job Readiness, Customizable Templates, Applicant Tracking Systems, Industry Standards, Employment Tools."	Web Page
Resume Builders and Optimizers	Jobscan ATS Resume Checker and Job Search Tools	https://www.jobscan.co/?utm_term=jobscan&utm_campaign=Brand&utm_source=google&utm_medium=cpc&hsa_acc=6653739431&hsa_cam=13543830640&hsa_grp=124066336456&hsa_ad=691511930312&hsa_src=g&hsa_tgt=kwd-329216966316&hsa_kw=jobscan&hsa_mt=e&hsa_net=adwords&hsa_ver=3&gad_source=1&gclid=CjwKCAjwhvi0BhA4EiwAX25uj40PsmmhgW0E4HK8pOxUTG33UYxfWWb2B4GB3WTDxA1KMa52hyIwDBoC8qQQAvD_BwE	"**Description:** Jobscan ATS Resume Checker and Job Search Tools is a powerful resource designed to help college faculty and staff streamline their job application processes by optimizing resumes for Applicant Tracking Systems (ATS). This tool analyzes resumes and compares them against job descriptions to ensure that relevant keywords and formats are used, increasing the chances of passing through automated screening systems. For faculty and staff contemplating career transitions or seeking professional development, Jobscan provides invaluable insights into the job market's evolving demands and offers actionable feedback on how to enhance their resume's effectiveness. By using these tools, educational professionals can maximize their job search efficiency and align their applications with industry standards, making it easier to secure their desired positions.

**Keywords:** Jobscan, ATS Resume Checker, Job Search Tools, Resume Optimization, Applicant Tracking System, Professional Development, Career Transition, Job Application, Resume Feedback, AI Tools."	Web Page
Resume Builders and Optimizers	Rezi - The Leading AI Resume Builder trusted by 2,359,071 users	https://www.rezi.ai/	"**Description**: Rezi - The Leading AI Resume Builder trusted by 2,359,071 users – is an advanced AI-driven tool designed to streamline the resume creation process for students and professionals alike. College faculty and staff can utilize this resource to help students build industry-standard resumes that appeal to hiring managers and applicant tracking systems (ATS). By incorporating Rezi into career counseling sessions, workshops, or classroom activities on professional development, educators can provide their students with a competitive edge in the job market. This platform also offers valuable insights into optimizing resumes for specific job roles, ensuring that graduates are well-prepared for their future careers.

**Keywords**: AI Resume Builder, Job Market Preparation, Student Career Development, Industry-Standard Resumes, Applicant Tracking System Optimization, Professional Development Tool"	Web Page
Resume Builders and Optimizers	Zety - Professional Resume & Cover Letter Tools For Any Job	https://zety.com/	"**Description**: Zety - Professional Resume & Cover Letter Tools For Any Job is an invaluable resource for college faculty and staff looking to integrate AI-driven tools within their curriculum or administrative tasks. This platform, available at zety.com, offers sophisticated AI-powered templates and customization options for crafting professional resumes and cover letters tailored to any job sector. It enables educators to guide students in creating polished, ATS-compatible resumes, enhancing their employability. Faculty and staff can also utilize these tools to refine their own professional documents, ensuring they meet the highest standards in the academic and professional arenas. By incorporating Zety's solutions, educators can provide practical, hands-on learning experiences related to career preparation and help streamline administrative duties related to job application processes.

**Keywords**: Professional Resume, Cover Letter Tools, AI-Powered Templates, Career Preparation, ATS-Compatible, Customization, Job Application Process, Education Resources, Faculty Tools, Student Employment, Administrative Efficiency."	Web Page
Surveys	Student perspectives on the use of generative artificial intelligence technologies in higher education | International Journal for Educational Integrity | Full Text (biomedcentral.com)	https://edintegrity.biomedcentral.com/articles/10.1007/s40979-024-00149-4	"**Description**: ""Student Perspectives on the Use of Generative Artificial Intelligence Technologies in Higher Education"" is a comprehensive article published in the International Journal for Educational Integrity that delves into the viewpoints of students regarding the implementation of AI technologies within academic settings. Available in full text on biomedcentral.com, the article explores the implications, benefits, and ethical considerations of integrating generative AI tools alongside traditional teaching methodologies. This resource is especially useful for college faculty and staff as it provides firsthand student insights, which can inform more effective and sensitive adoption of AI technologies in educational contexts. Understanding student perspectives can lead to enhancements in curriculum design, improve engagement, and foster a more inclusive and ethically aware academic environment.

**Keywords**: Generative AI, Higher Education, Student Perspectives, Educational Integrity, AI Integration, Curriculum Design, Ethical Considerations, Academic Environment, Faculty Resource, Staff Training"	Other
Surveys	Generative AI and the Future of Teaching and Learning Appendices.pdf (boarddocs.com)	https://go.boarddocs.com/ca/cccchan/Board.nsf/files/D7BN9G5ED5A0/$file/Generative%20AI%20and%20the%20Future%20of%20Teaching%20and%20Learning%20Appendices.pdf	"**Description**: The ""Generative AI and the Future of Teaching and Learning Appendices.pdf"" is a comprehensive resource designed for college faculty and staff who are eager to integrate AI technology into their educational practices and administrative workflows. This document, available through boarddocs.com, provides detailed appendices that complement the main body of research and guidelines on the evolving landscape of AI in education. It is an invaluable asset for educators seeking to understand the practical applications of generative AI, offering insights into cutting-edge AI tools and techniques, case studies, and best practices. By leveraging the information contained in this resource, faculty and staff can enhance teaching methodologies, streamline administrative tasks, and ultimately improve student engagement and learning outcomes.

**Keywords**: Generative AI, Teaching and Learning, AI in Education, Faculty Resources, Educational Technology, Classroom AI Integration, Administrative AI Tools, Best Practices, Case Studies"	PDF
Surveys	CCCCO Generative AI and the Future of Teaching and Learning (boarddocs.com)	https://go.boarddocs.com/ca/cccchan/Board.nsf/files/D7BVFY8099A1/$file/Generative%20AI%20and%20the%20Future%20of%20Teaching%20and%20Learning%207-17-24%202.pdf	"**Description**: The resource, titled ""CCCCO Generative AI and the Future of Teaching and Learning,"" provides comprehensive insights and guidelines on incorporating generative AI into educational frameworks. Developed by experts, this document explores the applications and implications of AI technologies to enhance teaching methodologies, streamline administrative workflows, and improve student outcomes. It offers practical examples, case studies, and strategic recommendations tailored to faculty and staff at colleges, making it a valuable tool for staying abreast of AI advancements and their potential in educational settings. This resource is particularly crucial for educators aiming to foster innovative learning environments while addressing the complexities of AI integration.

**Keywords**: Generative AI, Teaching and Learning, Educational Technology, AI Integration, Case Studies, Faculty Resource, College Education, Strategic Recommendations, Innovative Learning."	PDF
Surveys	A survey on students’ use of AI at a technical university | Discover Education (springer.com)	https://link.springer.com/article/10.1007/s44217-024-00136-4	"**Description**: A survey on students’ use of AI at a technical university | Discover Education (springer.com) is a comprehensive resource that explores the integration and adoption of AI technologies by students at a technical university. This scholarly article, available through Springer, provides valuable insights into how students are utilizing AI tools in their academic pursuits and daily lives. College faculty and staff can benefit from understanding the patterns and impacts of AI use among students, potentially guiding them in effectively incorporating AI into their curricula and administrative processes. By analyzing the data and trends presented in this survey, educators can enhance their teaching methodologies, create more engaging learning environments, and leverage AI to improve student outcomes and operational efficiency.

**Keywords:** AI In Education, Student AI Usage, Technical University, Educational Technology, AI Integration, Classroom AI, Higher Education, Springer Article, Educational Resources.

"	Other
Surveys	Students’ Perspective on the Use of Artificial Intelligence in Education | SpringerLink	https://link.springer.com/chapter/10.1007/978-3-031-55272-4_8	"**Description:** ""Students’ Perspective on the Use of Artificial Intelligence in Education"" is a valuable resource offered through SpringerLink (chapter: 10.1007/978-3-031-55272-4_8). This comprehensive chapter provides insight into how students perceive the integration of artificial intelligence in educational settings. By exploring students' views and experiences, college faculty and staff can better understand the potential impact of AI tools on learning outcomes, engagement, and overall student satisfaction. Implementing AI in the classroom can streamline administrative tasks, provide personalized learning experiences, and enhance interactive learning. This resource is particularly helpful for educators aiming to harness AI to improve instructional methodologies and for administrative staff looking to optimize operational efficiencies. Engaging with students' perspectives can ensure that AI applications are effectively aligned with educational needs and student expectations.

**Keywords:** Artificial Intelligence, Education, Student Perspective, AI Tools, Personalized Learning, Educational Technology, Administrative Efficiency, SpringerLink, Higher Education"	Other
Surveys	Teen and Young Adult Perspectives on Generative AI: Patterns of Use, Excitements, and Concerns | Common Sense Media	https://www.commonsensemedia.org/research/teen-and-young-adult-perspectives-on-generative-ai-patterns-of-use-excitements-and-concerns	"**Description:** ""Teen and Young Adult Perspectives on Generative AI: Patterns of Use, Excitements, and Concerns"" by Common Sense Media is an insightful resource designed for college faculty and staff who are interested in understanding how young people interact with generative AI. The report provides valuable data and insights on the patterns of use, excitement, and concerns that teens and young adults have regarding generative AI technologies. This resource can help educators incorporate generative AI effectively in their curriculum by aligning teaching methods with the interests and apprehensions of their students. Additionally, staff can leverage this information to better support students’ needs and create a conducive learning environment for the ethical and impactful use of AI.

**Keywords:** Teen Perspectives, Young Adult Views, Generative AI, Classroom Integration, Student Concerns, Technology in Education, Common Sense Media, Educational Research, AI Trends, Student Engagement
"	Other
Surveys	2024 EDUCAUSE AI Landscape Study | EDUCAUSE	https://www.educause.edu/ecar/research-publications/2024/2024-educause-ai-landscape-study/introduction-and-key-findings#IntroductionandKeyFindings	"**Description:** The ""2024 EDUCAUSE AI Landscape Study"" by EDUCAUSE is an invaluable resource designed for college faculty and staff aiming to integrate AI technologies into their classrooms and workplaces. This comprehensive study delves into the current state and future projections of AI in the educational sector, offering detailed insights gathered from extensive research. It also encompasses key findings on how AI can enhance educational outcomes, streamline administrative tasks, and personalize student learning experiences. Faculty and staff will benefit from understanding the practical applications of AI, supported by case studies, best practices, and strategic recommendations. This knowledge equips educators and administrators with the tools needed to leverage AI effectively, fostering an innovative and data-driven campus environment.

**Keywords:** AI Integration, College Faculty, EDUCAUSE Study, Educational Technology, Key Findings, Research Publication, AI in the Classroom, Administrative Efficiency, Personalized Learning, Strategic Recommendations, 2024 Trends."	Other
Surveys	Youth Talks: Students reveal their hopes and fears for AI (ft.com)	https://www.ft.com/content/4f258140-ec75-411e-9d24-deb2755df13a	"**Description:** ""Youth Talks: Students reveal their hopes and fears for AI"" is an insightful resource available on ft.com that provides a unique perspective on how students view the incorporation of artificial intelligence in education and their future workplaces. Through a series of interviews and discussions, students candidly share their anticipations, aspirations, and apprehensions regarding AI technology. This resource can be exceptionally useful for college faculty and staff as it offers a genuine understanding of student sentiments, enabling educators to tailor their curriculum and workplace strategies to better align with the evolving technological landscape and the expectations of their students. The resource could also stimulate important conversations around the ethical and practical implications of AI, fostering a more informed and prepared academic environment.

**Keywords:** Youth Talks, Student Perspectives, Artificial Intelligence, Education, Classroom Integration, Future Workplaces, Hope and Fear, Technological Impact, ft.com"	Other
Surveys	Survey: College students' thoughts on AI and careers (insidehighered.com)	https://www.insidehighered.com/news/student-success/life-after-college/2024/01/10/survey-college-students-thoughts-ai-and-careers	"**Description**: The resource titled ""Survey: College students' thoughts on AI and careers"" available on Inside Higher Ed explores student perspectives on artificial intelligence and its impact on their future job prospects and career decisions. This insightful survey, published on January 10, 2024, delves into how students perceive the role of AI in various industries, their readiness to embrace AI-driven technologies, and the skills they believe are crucial for succeeding in an AI-enhanced job market. Faculty and staff can utilize this resource to better understand student sentiments, which can inform curriculum development, career counseling, and workforce preparation strategies. Integrating this knowledge into classroom discussions or workplace training programs can help educators and administrators foster a more AI-literate and career-ready student body.

**Keywords**: Survey, College Students, AI, Careers, Student Thoughts, Artificial Intelligence, Future Jobs, Career Preparation, Higher Education, 2024 Survey"	Other
Surveys	Half of Business Leaders Say ChatGPT Experience Is More Valuable Than a College Degree - Intelligent	https://www.intelligent.com/half-of-business-leaders-say-chatgpt-experience-is-more-valuable-than-a-college-degree/	"**Description**: The resource titled ""Half of Business Leaders Say ChatGPT Experience Is More Valuable Than a College Degree - Intelligent"" provides insightful perspectives on the growing significance of AI, particularly ChatGPT, in the professional world. According to the article, a substantial proportion of business leaders prioritize hands-on experience with AI tools like ChatGPT over traditional academic credentials. This resource is immensely helpful for college faculty and staff as it underscores the importance of integrating AI tools into curricula and staff training programs. By doing so, educators can better prepare students for the evolving job market and ensure staff are adept at leveraging AI to enhance workplace efficiency. This perspective encourages a forward-thinking approach to education and professional development, aligning academic achievements with real-world technological competencies.

**Keywords**: ChatGPT, AI In Education, Professional Development, Business Leaders, Experience Over Degree, Workforce Readiness, Hands-On AI Tools, Curriculum Integration, Technological Competence"	Web Page
Surveys	New Survey Finds Students Are Replacing Human Tutors With ChatGPT - Intelligent	https://www.intelligent.com/new-survey-finds-students-are-replacing-human-tutors-with-chatgpt/	"**Description:** The article ""New Survey Finds Students Are Replacing Human Tutors With ChatGPT"" from Intelligent.com provides invaluable insights into the shifting landscape of educational support. This resource highlights a comprehensive survey that reveals increasing reliance on AI-driven tutoring solutions like ChatGPT by students, replacing traditional human tutors. For college faculty and staff, understanding this trend is essential as it underscores the growing influence of AI in the educational process. By leveraging AI tools, educators can enhance student learning, provide timely assistance, and personalize educational experiences. This resource includes statistical data, expert opinions, and practical examples of AI applications, making it a robust guide for integrating AI in both classroom settings and administrative tasks.

**Keywords:** AI In Education, ChatGPT, Educational Technology, Student Support, AI Tutors, Intelligent.com, College Faculty, Classroom Innovation, EdTech Trends."	Web Page
Surveys	One-Third of College Students Used ChatGPT for Schoolwork During the 2022-23 Academic Year - Intelligent	https://www.intelligent.com/one-third-of-college-students-used-chatgpt-for-schoolwork-during-the-2022-23-academic-year/	"**Description**: The resource titled ""One-Third of College Students Used ChatGPT for Schoolwork During the 2022-23 Academic Year - Intelligent"" offers crucial insights into the incorporation of AI-powered tools like ChatGPT within the academic context. This resource is particularly valuable for college faculty and staff as it provides data-backed evidence of AI's growing presence and utilization among students. Understanding how students are leveraging AI can help educators adapt their teaching methods, create more effective curriculum plans, and integrate AI responsibly and ethically in their instructional practices. Furthermore, it highlights trends that can pave the way for innovative pedagogical strategies, enhancing both teaching efficacy and student engagement. Faculties and staff can use this information to better support students and to find ways to incorporate AI tools effectively in their own administrative and educational workflows.

**Keywords:** ChatGPT, AI in Education, College Students, Schoolwork, Academic Year 2022-23, Intelligent.com, Educational Technology, Faculty Resources, Teaching Innovation, Curriculum Development"	Web Page
System Resource Centers	Welcome | Systemwide Generative AI Resources (calstate.edu)	https://genai.calstate.edu/	"**Description:** Welcome | Systemwide Generative AI Resources (calstate.edu) provides a comprehensive and robust resource hub dedicated to assisting college faculty and staff in the effective integration of generative AI technologies into their academic and administrative practices. By offering a plethora of tutorials, case studies, and best practices, this resource empowers educators to enhance their teaching methods, develop more engaging course materials, and streamline administrative tasks, ultimately improving both student outcomes and operational efficiency. The platform also includes forums and support networks for professionals to exchange ideas and solutions, fostering a collaborative environment for continuous improvement in AI application.

**Keywords:** Generative AI, Higher Education, Teaching Resources, Faculty Support, AI in Classroom, Academic Efficiency, calstate.edu, AI Tutorials, Best Practices, Collaborative Learning, Administrative Automation"	Web Page
System Resource Centers	CCCCO Generative AI and the Future of Teaching and Learning (boarddocs.com)	https://go.boarddocs.com/ca/cccchan/Board.nsf/files/D7BVFY8099A1/$file/Generative%20AI%20and%20the%20Future%20of%20Teaching%20and%20Learning%207-17-24%202.pdf	"**Description:** The resource titled ""CCCCO Generative AI and the Future of Teaching and Learning (boarddocs.com)"" is an essential guide for college faculty and staff looking to integrate AI technologies into their teaching methodologies and administrative processes. Anchored in the academic context provided by the California Community Colleges Chancellor's Office (CCCCO), this comprehensive document delves into the transformative potential of generative AI in educational settings. It outlines practical applications of AI, from enhancing student engagement through personalized learning tools to streamlining administrative tasks. This resource also addresses ethical considerations and provides best practices to ensure the responsible implementation of AI. By offering relevant, actionable insights and guidelines, this resource can significantly aid educators and administrators in staying at the forefront of educational innovation.

**Keywords:** AI in Education, Generative AI, Teaching Innovation, Learning Tools, Educational Technology, AI Ethics, Personalized Learning, Administrative Efficiency, Best Practices, Digital Transformation, CCCCO"	PDF
System Resource Centers	Navigating the Landscape of Higher Education in the Age of Artificial Intelligence | Office for Faculty Excellence (ncsu.edu)	https://provost.ncsu.edu/ofe/navigating-the-landscape-of-higher-education-in-the-age-of-artificial-intelligence/	"**Description**: ""Navigating the Landscape of Higher Education in the Age of Artificial Intelligence,"" offered by the Office for Faculty Excellence at NC State University, is an essential resource designed to help college faculty and staff seamlessly integrate AI technologies into their teaching and administrative practices. This comprehensive guide covers a broad spectrum of applications, from enhancing pedagogical approaches with AI-driven tools to improving workplace efficiency through intelligent automation. Faculty and administrators will find practical strategies, case studies, and expert insights that are geared towards fostering a more innovative, effective, and adaptive educational environment. Utilizing this resource can not only elevate the quality of education provided but also streamline numerous operational processes within the institution, leading to improved outcomes for both educators and students.

**Keywords:** Higher Education, Artificial Intelligence, Faculty Excellence, NC State University, Teaching Tools, Administrative Efficiency, Pedagogical Approaches, Intelligent Automation, Innovative Education, Expert Insights."	Web Page
System Resource Centers	Artificial Intelligence Resources | Teaching Support and Innovation (uoregon.edu)	https://teaching.uoregon.edu/ai	"**Description**: Artificial Intelligence Resources | Teaching Support and Innovation (uoregon.edu) is a comprehensive resource tailored for college faculty and staff seeking to incorporate AI into their classroom or workplace. It provides a wealth of information on current AI technologies, practical guides on how to integrate AI tools into curriculum development and instructional design, and case studies showcasing successful implementations. This resource is especially beneficial for educators looking to enhance student engagement and learning outcomes through innovative teaching methods, and for administrative staff aiming to improve operational efficiencies using AI-driven solutions. By leveraging these materials, educators can stay at the forefront of educational technology, ensuring a modern, effective learning environment.

**Keywords**: AI Integration, Educational Technology, Curriculum Development, Instructional Design, AI Tools, Faculty Support, Innovation, Teaching Resources, Higher Education, University of Oregon"	Other
System Resource Centers	Learning With AI, Learning About AI - Professional Learning (CA Dept of Education)	https://www.cde.ca.gov/ci/pl/aiincalifornia.asp	"**Description**: ""Learning With AI, Learning About AI - Professional Learning (CA Dept of Education)"" is a comprehensive resource designed to guide college faculty and staff in effectively integrating artificial intelligence into the classroom and their professional practices. This resource, accessible through the California Department of Education's website (www.cde.ca.gov, followed by ci, pl, aiincalifornia, asp), offers a wealth of information and practical tools to enhance teaching and improve administrative efficiencies. It includes modules on the basics of AI, applications in various educational contexts, ethical considerations, and case studies of successful AI implementations. By leveraging these materials, educators can not only stay at the forefront of educational technology but also prepare their students for a future increasingly shaped by AI. This resource is designed to ensure that faculty and staff are well-equipped to harness the benefits of AI, ultimately fostering a more innovative and effective learning environment.

**Keywords**: Professional Learning, AI in Education, AI Integration, Faculty Development, College Resources, Classroom Technology, Artificial Intelligence Training, Educational Innovation, CA Dept of Education."	Other
System Resource Centers	Presidential Working Group on Artificial Intelligence | UCOP	https://www.ucop.edu/ethics-compliance-audit-services/compliance/presidential-working-group-on-artificial-intelligence.html	"**Description:** The Presidential Working Group on Artificial Intelligence by UCOP is a comprehensive resource designed to assist college faculty and staff in the thoughtful incorporation of AI technologies in the classroom and workplace. This resource delves into the ethical, compliance, and practical dimensions of using AI, offering guidance on how to navigate these emerging technologies responsibly and effectively. By addressing key areas such as data privacy, algorithmic bias, and AI-driven decision-making, the guide ensures that educational institutions can leverage AI while maintaining adherence to ethical standards and compliance policies. This resource is essential for educators looking to enhance their curriculum with AI applications, as well as for administrative staff aiming to improve operational efficiencies through AI-driven solutions.

**Keywords:** Artificial Intelligence, Ethics, Compliance, Higher Education, Faculty Resources, AI in Classroom, Ethical AI, Data Privacy, Algorithmic Bias, AI Decision-Making, UCOP"	Web Page
Tools	Yoodli.ai - AI powered Public Speaking coach (contact Jared Kubicka-Miller)	https://app.yoodli.ai/	"**Description**: Yoodli.ai is an AI-powered public speaking coach designed to help individuals enhance their oratory skills through personalized feedback and interactive practice sessions. This cutting-edge application uses advanced machine learning algorithms to analyze speech patterns, identify areas of improvement, and offer real-time recommendations for refining delivery, clarity, and engagement. College faculty and staff can leverage Yoodli.ai to bolster their presentation skills, improve lecture delivery, and enhance communication with students and colleagues. By incorporating Yoodli.ai into their professional development toolkit, educators can gain valuable insights and actionable suggestions to become more confident and effective speakers. Contact Jared Kubicka-Miller for more information about how Yoodli.ai can transform your public speaking abilities.

**Keywords**: AI-Powered Coach, Public Speaking, Speech Analysis, Personalized Feedback, Real-Time Recommendations, Presentation Skills, Professional Development, Communication Improvement"	Web Page
